usuario,followers,friends,tweet,retweets
laquedijono,5076,1200,1,0
MaxAllendeM,759,391,1,0
Yolanda34440680,17,61,2,0
MarciaTolosaS,1075,2650,1,0
cibaonews,3275,1757,0,1
Whipala_16,29,26,4,0
javierburonc,3410,2330,1,0
NicolaDignum,52,40,1,0
innovasturias,5377,1853,1,0
makinabstracta,377,447,1,0
acortesm_,1260,3434,1,0
erikchampagnat,1,61,1,0
juanjocorrea_ok,234,939,0,1
eulacfoundation,5865,1991,1,0
dfcspain,4090,2213,1,9
anguebus,1676,4934,1,0
STP_Paraguay,27328,753,0,1
AMContrerasEsp,162,286,1,0
uned_alzira_val,812,172,1,0
martahaches,175,154,1,0
jualguz68,2003,540,1,0
sumorenoga,577,458,0,3
ejanue,207,218,0,1
margarito_vm,127,530,1,0
LMartinMar,112,162,2,0
florprotocolo,3330,1788,0,1
santiagosargue,209,182,1,0
ANDI_Colombia,92357,1163,1,0
EBCzaragoza,609,404,1,1
msolerikopp,24,44,1,0
michmanley,266,293,1,0
Juandayepes,389,268,1,0
EmmeKaa29,274,1524,3,0
HildaCazorla,60,79,1,0
AdolfoSomoza1,473,303,0,1
GobAragon,82876,370,0,1
aliguri,529,582,1,0
onmedic,15807,358,1,0
Ethic_,34227,1790,7,20
CongresoCI,3210,106,4,0
rodmendi,484,866,1,0
SEIASA_OFICIAL,1437,820,0,9
JorgeMuozSegovi,322,2269,1,0
jpmurra,1946,696,1,0
frencysave,35,58,1,0
CordobaCMundo,281,354,0,1
MendezLeo06,3067,4278,2,2
miltonlab,546,808,1,0
hector_rubin,6019,989,1,0
ComosCarmen,185,383,4,0
QuieroCasa,1787,246,1,0
UCAMCatedraRSC,444,278,1,0
mvillacist,6,32,3,0
LeandroLupia,42,36,1,0
LeoSzuchet,258,567,1,0
FundacionAfi,1161,634,1,0
Yessfmk,240,266,2,0
rudymartinez66,2586,4549,0,1
ONUHabitatMex,10292,752,0,1
GtLiberal,942,241,0,1
lasaenvironment,114,83,1,0
ExploraLeon,7600,624,0,2
gestion_age,153,119,1,0
picoj,6604,4481,0,1
ineditinnova,2994,1295,1,0
jalexp1,9752,8662,1,0
Laurars_vrg,359,866,1,0
CulturadelAgua7,129,840,1,0
ARPAemc,297,570,0,1
Xochitl_Larios,2200,577,1,0
CEAes_,6721,442,3,0
_minecogob,39471,67,1,1
sccifuentes,127,228,1,0
marcosrigo92,64,232,1,0
sandraxab,452,787,0,1
marylulori,46,30,1,0
ampasantacruz,454,1132,2,0
COITA_LEON,55,79,1,0
rovitor,608,218,1,0
AlexHdez87,362,673,1,0
javi_barrado,372,514,1,0
Santi2017carm,23,30,1,0
CFATNVO,200,148,0,2
CECYTEH_METZ,628,289,3,0
CqM15,66,238,1,0
USO_CLM,189,308,2,0
colombianitos,2457,1631,1,0
FRubricatus,770,250,1,0
Mays_Migrante,901,2013,2,0
salimmistre,21,131,1,0
AmbienteNacion,26172,329,1,0
guscompliance,31,196,1,0
jmcalderon001,275,462,1,0
carmencampos_,413,213,2,2
plenaextremadur,2280,1610,0,1
njumbo,172,222,1,0
tanuniversal,565,917,0,1
WorldVisionONG,20777,8129,2,0
dayanadefuentes,315,569,2,0
ugtcomfeminista,62,216,2,0
MauricioMebri,120,86,1,0
18rodpf,777,555,17,1
IIVCompartido,112,617,1,0
KotasekRafa,445,718,1,1
conductosalonso,1605,1351,0,1
clubcalidadcom,2570,571,0,3
foroinserta,1042,389,1,0
JAERARGUA,49,90,1,0
VICENTEZABALETA,2113,1459,1,0
almaglezfig,221,703,1,0
IIDMA_ecolaw,1014,887,0,1
uicn_conserva,1175,541,0,1
CamaraCIP,12167,1016,0,2
redinnovagro,5102,773,1,0
FundacionLomas,121,393,1,0
damiamartin,484,1217,1,0
BalibreaM,107,338,6,0
EmbEspNicaragua,2295,104,0,2
Gorabide,3913,736,1,0
fralug,226,407,1,0
UxuBu89,17,152,1,0
a_normalday,87,1223,1,0
GrupoAIS,319,115,2,1
solucar_radio,2008,187,1,0
verdeedomex,1067,179,2,0
RosaMCanton,413,649,1,2
flortrillo,836,2026,1,0
ProydeZaragoza,305,195,1,0
visibles_org,517,818,1,0
aabrahamssohn,1193,3677,0,1
UrbanClouds_ES,226,206,1,0
catalinitaga,1154,1743,0,1
MaCristinaDelg2,125,42,1,0
FFFSalamanca,317,134,0,1
AlfonsoMigrar,108,201,2,0
aordas,4712,3451,0,1
JaviB8,182,582,2,0
Belu_chus,64,340,1,0
ecorina,1326,2984,2,5
Y2s2n31,185,499,1,0
encar_gomez,35,406,1,0
REDAC_DDHH,3430,595,1,8
AAVVSanBasilio,560,881,2,0
mmrojol,16,42,1,0
jbetancourtv,692,2715,0,2
carolinalopez__,1188,1179,1,1
70weste,36,154,1,0
JoseEstayN,2878,5001,5,0
Ayto_Montilla,2104,519,0,2
EvaBech,203,270,1,0
AlQuintanilla,356,402,1,4
Teselada,23,431,1,0
SieteEstrellas_,1754,1359,0,1
juanm_lopeza,2734,2751,2,0
monicteresit,108,195,1,0
EFEverde,105965,3428,1,5
josprero,277,253,1,0
rciniega1,10400,4947,1,0
LeoGutson,2105,995,0,1
balonsoalvarez,469,392,2,0
ECU911Ambato,19854,344,1,0
fundacionintern,74,217,2,0
republica1931,697,1210,1,0
RevEstrategas,3620,831,0,1
angelalvarez,2563,3445,2,0
dianabautistal,127,197,1,0
swmadrid,498,453,1,0
escueladelagua1,493,2317,1,0
javi_cubillas,1113,3457,3,0
XaTac_5,3842,2865,6,0
redam_ecuador,609,98,4,0
Veritasmartino,546,1217,3,0
A_Moya_,339,691,0,1
msoleto,4486,1956,3,0
frodrigq,129,198,1,1
MaxSantanderr,22,56,2,0
aramisol,79,318,1,0
AEF_fundaciones,4649,684,2,3
BeatBrewBar,42,425,2,0
epsvial,43,269,0,2
comunideas_,472,781,0,6
alberto170693,632,1067,1,0
ASIDMASC,128,110,1,0
RafaelH73147649,8,3,1,0
MarlenPozos,263,361,1,0
josepmverdejo,443,215,1,0
MarketingActivo,1807,1639,0,3
rbonillamendez,463,286,1,0
casavalledepie,57,482,0,2
xaviergarcesbdv,94,430,1,0
CienciaxPueblo,4293,3666,1,0
IEducativa_UPM,1063,981,1,0
Espana_Peru,284,285,1,0
thebuuway,1453,573,1,0
edna_liliana,1607,2169,1,0
FederacionFEEJ,318,397,1,0
fergarfer,389,159,1,0
OtroUraniano,86,114,1,0
miquelbennasar,864,1150,1,0
AragonAbierto,10097,6691,2,8
psanjuant,1076,734,1,0
NellyPao,83,297,1,0
BahiaEmprende,1101,924,1,0
Javier99419497,18,124,1,0
Maneiras2187,6,49,1,0
Susan_herrero,909,822,1,0
sdsnyouthmx,15,13,0,3
Kary_Islas,236,882,1,0
MemoMolecular,510,85,1,0
cespala,12470,987,1,0
SerchMeneley,274,1657,2,0
LaformeChloe,10,64,1,0
rmiguelanez,2235,1581,1,1
ForoCILAC,2537,2638,2,0
queiruga,1841,2668,1,0
iberdrola,58312,211,1,2
innova_la,339,720,2,0
Funddateces,363,338,0,8
dector72,232,184,1,0
MujeresMovChis,284,558,8,0
saturnino_pena,23,219,2,0
egap_xunta,2842,405,3,0
Olgaotombo,142,619,2,0
ZimriRosas,4009,4877,1,0
emepeuve,562,473,1,0
acg024,1156,1531,0,1
Ambiente_Ec,221680,1128,0,1
IpfPortal,44,10,1,0
fernandobolado,889,869,1,2
econocimientoam,19,157,0,5
_Juan_Tortajada,165,320,1,0
_celera,1635,1123,0,1
fran_dacoba,196,40,1,0
DPinedan,16,104,1,0
TiendaTPVplus,127,255,1,0
TodoValledupar,13841,10500,1,0
esperanza_bosch,386,218,1,0
The_BigMAC,391,809,1,0
JuanitaMosqued8,19,29,1,0
Mctsreef,25,165,2,0
DohkoDorten,82,942,1,0
TulikaBansal2,121,507,1,0
miguelacostag28,10,606,1,0
SEO_BirdLife,83999,9956,1,1
sanjose_turismo,559,1811,1,1
jesusilvarozas,335,995,1,0
SoyLuisa_Est,2,8,1,0
EgaleCoLab,4,15,1,0
MiguelSilvaMel1,288,182,1,0
svelezhaller,727,876,2,0
_basulto,488,1016,1,0
CRECantabria,5069,317,1,1
MatrixNoticias,648,439,1,0
romabegar,105,153,1,0
aconcejo,1892,464,0,1
sierraromero69,20,78,1,0
EducampoMX,2248,1205,0,2
SilviaCaleya,12,44,1,0
economiadelagua,3291,1689,0,1
AlbertoRNogal,3517,752,1,0
TIC_CFIEVA,272,447,2,0
joseantvazquez,1907,533,1,0
fvaldesp,3203,2404,1,0
AntoniorCordoba,47,148,1,0
leodegracia1,11,35,1,0
LissieCamara,658,1635,1,0
igvillalba,198,182,1,0
GrupCARES,323,270,0,1
CADS_ESPOL,212,1298,0,1
CastillBernardo,64,176,1,0
HenryLiu_FIT,3233,473,1,0
CRAlicante,5778,1069,0,2
MAngie_Barreto,85,394,1,0
carlosr__11,54,389,1,0
MarinadeFrente,7948,694,1,0
carol_sic,179,513,0,1
daniela_albero,867,899,1,0
ZeferinoMoreno6,8,15,1,0
EcoplastMx,113,321,1,0
al_proyecto,26,85,2,0
monchimomoinc,143,283,1,0
fbogeo,757,777,1,0
maguaral,403,829,0,1
pacolagraba,230,38,3,0
VocesCambioMx,112,156,0,1
sectorceca,1309,149,0,1
CarlosATejedaG,1057,1849,3,0
Talentariado,361,328,1,0
Nel_Garci,13,24,2,0
mauceballosp,907,2267,1,0
manuelcaire,192,92,0,1
CEPESCA,4400,3019,2,0
FaCNano,177,1001,1,0
o_latierro,54,152,1,0
JesusRosas16,317,295,1,0
COABurgos,3351,744,1,0
Kalixa70,338,171,1,0
sergioacamps,908,3047,1,0
KriveraSoltur,93,394,2,0
JoseMariQuinta1,32,64,1,0
Ro82609434,41,140,2,0
AnonymousLAlex,53319,10083,1,0
pascuad,82,282,1,0
_JaimeDuranDiaz,306,176,0,1
miinmitxu,254,158,1,0
gonzalezarratia,58,17,1,0
pablolabajos_ma,113,157,6,3
JuanCiudadONGD,878,233,0,1
CBVera,201,719,1,0
FintechMundi,1112,3277,1,0
juanicurcio,1824,5001,2,0
LargoAlientoCol,122,298,1,0
amans_amantis,434,736,1,0
AleDeAntonio,314,721,1,0
UGT_Comunica,37628,10197,3,0
alia_mundi,7,44,1,1
LuciaRuizO,573,307,2,0
DialogosHambre0,397,710,0,3
OrienteII,540,807,1,0
M1gu3l_PC,95,525,1,0
Beatriz_Serna_A,628,1625,0,1
rebecamarli,241,133,1,0
Homo_Nova,67,150,1,0
MercadosdelVino,1967,474,1,0
DefensoriaCol,331824,3491,0,2
ESFGALICIA,1823,499,1,0
PonceLpez,94,112,1,0
VirginiaHGZ,1857,1343,1,0
Ecuadorencifras,101689,88,1,0
geragurrola,800,2003,1,0
BerazaDavid,148,687,1,0
iservia,4985,4719,3,0
ESADEisocial,10681,3615,1,0
rockbotic_com,617,447,1,7
israsotomayor,102,567,1,0
apsaragon,285,329,1,0
APLU_Galicia,101,168,0,3
MEPyDRD,27050,2590,0,3
slowfashionext1,35,239,2,0
FipesOficial,1282,895,3,0
dasanjur,301,611,1,0
GanarGanar,3661,850,0,2
santiagopinzong,5371,2748,1,5
Limpiolux,144,407,0,1
ProtestaLPGC,3147,2850,1,0
JuventudRD,141442,472,0,1
ONUArgentina,27595,317,1,1
ocotsalamanca,4414,4686,1,0
RemolacHackLAB,1088,717,1,0
MRC_UC3M,177,636,1,0
Germangatz,695,577,1,0
juangu11,477,638,1,0
ciudadesODS,410,480,4,1
Pastoralguasdua,72,485,4,0
LAB_Ecoinnova,1283,574,0,1
ricohspain,3333,935,0,1
gaby_clich,84,200,1,0
laurahoja,124,257,1,0
mariamararia,110,182,2,0
Caro_Bar,382,672,1,0
future_spain,1114,804,1,0
hellcas,277,169,3,0
LuisHerrera507,128,423,2,0
xtradillo,636,1135,1,0
licernesto08,488,1711,1,0
luis_vano,1776,4347,1,1
jortegamorano,36,104,1,0
BanSingleUse,2020,1779,1,0
novoa5,1293,2847,1,0
BrandOffOn,10530,1845,1,0
laiseca_mgcruz,183,1109,1,0
somos_dLana,1387,891,3,4
AlfonsoDavid_El,135,205,3,0
fgarciam,2483,1275,2,0
juanluissorian1,105,155,1,0
Domingo_F_Hdez,917,856,1,0
LolaSanjuanCKL,4208,3228,0,1
Moipampin,453,1280,1,0
CeaUvg,7,61,1,0
EsperanzaLuque3,130,166,1,0
irenallo,176,291,2,0
PabloOlivos5,138,436,1,0
eduarodriguez,351,1248,1,0
ayudaenaccion,35998,2331,2,9
txabito,1628,3523,1,0
MSoleSalvador,37,32,1,0
enriquegalardi,641,544,1,0
CAROLUSVEMPEROR,1133,713,2,0
asunsunss,152,611,1,0
AleArratiaM,2131,1287,0,1
utpfisc,5397,343,1,0
Lorena_Struch,164,213,1,0
bgolem80,295,513,1,0
mariafergarciai,4401,2559,1,1
LilianaLdeG,857,590,0,1
Joseamartin1963,226,265,0,5
iqvpress,132,156,1,0
Grupo_init,3152,2183,1,1
UAGroVerde,669,251,0,1
Byronne3,433,553,1,0
SEGIBdigital,34174,4037,0,7
as_uco,1459,536,0,1
Ja_Madariaga,824,1449,0,1
pepemaci43,95,556,1,0
lluisanglada,1600,491,1,0
Cynmardom,44,257,2,0
RocioAvilaF,640,756,1,0
ReinoMed_Verdad,559,1167,1,0
gonzalo_cavero,180,669,1,0
musicams2,27,34,1,0
getupandgoalsES,10,32,1,3
cartiga_global,1248,4223,2,6
ElyJiRo,4,34,2,0
SEKLesAlpes,180,51,1,0
NoejeMoral,107,147,0,1
CEDREAC,2103,1286,2,0
CarbonellLoreto,101,220,1,0
PNUDUruguay,2554,1005,2,1
IkerIbeas,9,14,1,0
PepeRinconi,343,1075,1,0
ceci_vanadia,294,637,0,1
jbalaste,221,92,1,0
RodrigoElliot,154,316,1,0
SIUNVM,184,347,0,1
glocalminds,1596,2001,2,2
pactoglobalARG,5025,2287,0,3
MexOMM,579,320,0,2
UNRISD,32022,659,9,1
Javirayf1,411,622,1,0
ojnietom,40,334,4,0
infoaquara,436,157,1,5
EstrechoDigital,1375,469,0,1
jmcavanna,444,8,1,0
eballestappp,173,345,1,0
consumatum86,80,111,1,0
SanMiguelUCR,92,164,1,0
pachinger1972,32,109,1,0
Roncereta,139,602,1,0
HildaRevilla,77,540,0,6
Eladio23325410,61,82,1,0
soniag_sonia,634,529,1,0
JavierGGaldo,267,306,1,0
anahuim_lo,204,760,1,0
inmaatenciarobl,352,399,1,0
jpceja1,473,1365,1,0
CRsanLEscorial,55,18,2,0
to_navas,1696,1462,1,0
fecoreva,423,287,1,0
aquinter,493,1159,1,0
fund_adecco,10319,3181,1,0
joseguerracab,838,1917,1,0
jcdelafuente,4301,3544,1,0
edithwritter,1270,2304,1,0
benjazelayaAC,1104,864,1,0
amcliment,1214,868,1,0
matianconetani,936,345,0,1
PepeMontes11,3043,1667,1,0
noerodriguezmtb,146,124,1,0
saaid_maganda,345,1208,1,0
AmalialuciaB,99,129,1,0
RochyAcostaS,21,189,1,0
ambientejujuy,2575,2412,0,1
usa_tu_poder,508,360,0,1
jorge_seo,1703,98,1,0
BustamanteH3nry,17,60,0,1
Pizarroysc,353,1610,1,0
Albersanpa,76,161,2,0
javrubsan,182,877,1,0
Estrategias_Ch,111,263,1,0
AsocA2000,409,558,0,1
UGT_CAF_MADRID,4858,1086,1,0
SeleneH24331773,13,30,1,0
Philopannyx,111,306,1,0
Colciencias,143817,3012,0,1
psoebadajoz,3199,1817,1,0
jackycoriolis,200,632,0,2
cfiemiranda,1436,249,1,1
gaspar34637308,10,15,2,0
ana_19416,176,456,3,0
Alucinando_pe,467,579,1,0
cresp12,88,271,1,0
mjpunterp,461,420,1,0
vhpiedra,917,465,1,0
ECU911Austro,125415,730,1,0
Gabrieladiaz_24,21,250,1,0
CEOE_ES,21306,2414,1,2
Alvana72,722,1727,2,0
cayomp,29,54,1,0
WenteManke,1203,1356,1,0
dordonyez,1206,672,0,1
Avempo,435,235,1,0
alafuentej,381,313,1,0
MexicoMobbing,13,32,1,0
a_publica,21971,5046,3,0
farres_quesada,122,355,1,0
Cnevdel,26,187,1,0
daliahdzr,418,834,1,0
atienzajc,9012,2520,1,0
MGDSostenible,256,533,3,0
ArgentinaUN,12085,765,0,1
screuheras,4447,1672,1,0
MarthaMoncadaF,346,383,1,0
grupo_sifu,7389,5393,1,0
CEAT_autonomos,5482,1083,1,0
MarcoMo42264371,24,14,2,0
Barrene1,908,1518,1,0
SoyValor,213,261,0,1
LuisE_Almaguer,40,613,1,0
MadridNetwork,9156,2004,0,2
sergioibanez,4984,714,2,0
SusyVF6,523,1798,3,0
BIEbelleza,28,158,1,0
Aliciaolivag,202,569,0,1
JMiguelRoca,355,76,0,1
Anadesaracho,701,583,1,0
pazpyma,297,661,9,16
miki_diazdt,86,307,1,0
RSQuito,1676,1107,0,1
GABYBARCHETTA,7523,5417,3,0
RPRentero,13,157,1,0
mlourdesalvarez,106,129,3,0
abrelosojoscv,300,719,1,0
flortokar,1939,2675,1,0
afeetargentina,298,1589,1,0
atlanticomedio,328,188,5,0
AnaGuzmanQ,923,541,1,0
Made0127,476,1059,1,0
mjpartera,5120,3727,1,0
Mgomezcasas,358,592,1,0
EncarnacionCoco,2518,2045,1,0
m_argibay,52,108,1,0
hipersomnica,201,411,2,0
A_Enfedaque,348,210,1,0
PellucchiVane,32,204,1,0
SGGEdomex,26391,555,0,1
SilviaSalernoAR,301,475,1,0
juanmanfredi,6807,791,3,0
BottinoG,310,573,1,0
Jmorsa,5742,3313,0,1
criterionoticia,3563,2822,1,0
BiblioCEMMdP,1163,2098,2,0
AlBeatdown,62,739,1,0
Ps_Digitales,3780,3702,1,4
AgricolasCentro,353,323,1,0
Gabiare,849,977,1,0
Rick_desarrollo,25,262,1,2
LfMora34,36,111,4,0
argentinamex,3013,1898,1,0
CaffaroGuido,287,726,2,0
LorenaOrdaz,2678,2364,1,0
diasporadas,44,80,1,6
MedioAmbPRICoah,173,219,1,0
JonathanPleitez,302,1345,0,2
luisuruena,3170,3927,2,0
ftsocialmurcia,804,660,1,0
ecuacion2010,1379,1385,6,0
RicardBellera,2310,2352,1,0
FerMirandaMen,623,916,1,0
lauferrub,125,88,1,0
fonspitius,212,128,1,0
teguayco,1902,536,1,0
AuxiliadoraFer,587,1161,1,0
peremacias1,967,532,2,0
tesiromero,991,1300,1,0
CulturaNacionAR,175754,746,1,0
alirioneveri,91,456,1,0
RicardoGarzonT,334,198,1,0
dencanbravo,151,199,1,0
RoblesGarcia_V,67,51,1,0
gerson_negrin,279,123,1,0
BAMXPuebla,3339,1617,0,1
claragonzagav,166,155,1,0
mriost,14352,2392,10,0
UGTForestaisGZ,1063,273,1,0
Hermesprometeo,370,1364,1,0
biobiosfera,104,258,0,1
MagaliDiazAgui1,156,168,4,0
evmr1984,209,517,1,0
forokoop,1270,375,0,2
dalita0516,251,177,2,0
jrodrort,45,33,1,0
taniarocio411,184,925,3,0
elimperdible_es,400,4,0,1
ChesareSIG,187,676,1,0
psoeex,11882,1892,0,1
UdeCEsHoraDe,397,487,0,1
oscarlopeztwit,22436,1359,0,1
ivanvaqueiro,979,957,2,1
ferreyrawalter6,2584,5000,1,0
JOSIGUT,53,372,1,0
PradoTrujillo,10,51,1,0
rafaruizmad,8754,6840,1,0
graceiq72,45,188,1,0
neydimexico,802,1192,1,0
felix_paladines,267,72,1,0
EstrelitaLucia,17,57,2,0
herman_amayat,8333,3036,2,0
machivallarino,1603,1347,2,0
anneclinio,577,1234,1,0
pulitaroxxx,810,689,0,2
YohannaUseda,48,73,4,0
SEPTIMARM,82,192,1,0
VindelCecilia,5,10,1,0
utem,7261,1654,2,0
Sumarse,5205,449,2,0
smartcityclust,2433,1044,0,2
DiegoBastidasY,575,2081,2,1
SumaAlicante,934,271,0,1
IziRojas,1166,949,3,0
FUNDACIONAMPAO,65,45,1,0
Byzness_Zeta,528,373,0,1
JoseSEIASA,175,490,3,0
yoanferrer,1949,1639,1,0
Franc161,609,2283,1,0
Marikruzz,887,838,1,0
rubenato79,72,630,1,0
gmez_g,359,909,1,0
jmcaballol,716,633,1,1
eduardoluna1325,67,524,1,0
yulianayarenis,118,1953,1,0
feducaci_alcoi,564,389,1,0
actua_leon,290,251,1,0
ladynightmare_2,350,364,1,0
giselakozak,16555,2481,1,0
CruzRojaMurcia,5998,1501,2,2
ArgenisAngulo,3653,2838,0,1
GrupoBienComun,623,651,2,0
3coreproyectos,407,364,0,1
crecverde,1750,951,1,0
agus_donnet,374,292,1,0
MiCowork_co,234,879,1,0
DangondNader,529,361,2,0
colinita,2911,1150,1,0
sandraibadi,412,546,1,0
fevas,5663,998,1,0
latitud_uy,256,27,0,1
Excelencia_Comp,292,295,2,0
auracoello,791,1497,4,0
SanJeronimoC1,986,807,2,0
meugeniacombi,63,139,2,0
Juancondep,642,1262,1,0
AdrianaBonezzi,2278,5002,1,0
cordobasocialab,419,577,2,0
Daragh_Mc,346,925,1,0
ana_Gsalinas,611,643,0,1
BarViPe,603,511,0,1
jagymariasancho,21,31,1,0
jorgegana26,21,28,0,1
morantina3,28,266,1,0
PanchaRosas6,264,301,1,0
licitacivil,10670,1622,1,0
Urban_residuos,604,672,1,0
ASOTECA,1079,596,1,0
TurismoResp,4835,1136,1,0
pablosuasnavas,146,256,1,0
Nievas_M5,376,297,1,0
tinamonge,4992,3184,0,1
SolidaritatUB,2624,3007,2,0
RSEOnline,11875,5736,2,1
jjbamo,3059,2312,0,1
KattiOsorio,685,1226,0,1
b_trilles,22,47,3,0
MutuaAbogacia,6564,292,1,0
SilviaIRosales3,92,148,1,0
jose_crespin,1275,725,1,0
CMDMexico,1854,1597,0,16
santi_alfonso,964,236,1,0
EnCiudadanoVzla,6510,601,1,0
pastorams,2028,1230,2,0
flariasg,363,964,1,0
Mabel_GaRe,70,226,1,0
ClmInclusiva,549,1750,1,0
EmpresayFuturo,967,14,1,0
MonikViera,2140,2600,1,1
ElisGimTec,323,533,1,0
Mar_lo_quin,224,280,0,2
ASIAN_Andalucia,566,349,1,0
christianfunk04,647,1022,6,0
lachamba,918,1770,1,0
EquipoDecidido,1073,866,1,0
anaisojz,552,1014,2,1
zuzu20035,85,318,1,0
EmbEspIrlanda,2899,432,1,0
MarcelaBacigalu,4535,597,1,3
SimposioInnova,211,303,2,0
PNUDHN,19807,828,2,0
tfeliz,9049,9096,1,0
josemcar,84,218,1,2
VirgilioPonce,855,481,1,0
FENSostenible,493,244,0,1
clopezcorrea2,598,1274,0,1
ederjfc,412,187,1,0
aljisa2010,2090,5000,1,0
Mariangelrs82,364,523,1,0
SocialabMx,10460,6814,0,4
UEenParaguay,3861,442,1,0
TrinessSD,191,312,0,10
ONUDI_Mexico,1011,161,1,0
I2ImpactSocial,115,377,0,2
MDiosR,222,168,0,1
EmbEspAustria,1260,616,0,1
quercineo_,4719,5212,1,0
alfilodelmundo,17306,17374,1,0
cogburdeos,545,105,1,0
Escuela2CoopV,421,193,3,0
RCANTUE,186,514,1,0
JUANP_DELEON,851,221,2,1
accion2030,452,1885,1,0
guizadorivera,175,905,1,0
elmarnocesa,233,488,1,0
admtvoscoles,682,817,1,0
mlolavazquez,122,74,4,0
MaffyVelasco,23,77,1,0
bhch3,249,462,2,0
albmartalv,111,351,1,3
marcelobondoni,717,2027,0,5
IxmiCecyteh,817,200,2,0
onumujeresgt,1408,540,0,1
OfIindia,313,799,1,0
juanjovergara,4384,613,1,0
Mayors_News,2658,1522,1,0
Mqriapatriciav1,9,26,1,0
IPACOOP,3067,404,1,0
MarCalamar7,135,732,1,0
cruzrojahuesca,1910,82,3,0
raquelserdio10,98,278,1,0
GonzaloBarria,994,82,1,0
feryferyreg,566,351,1,0
aliguayasamin,1008,2208,1,0
agaoax2,165,567,1,0
TECHOuy,5853,717,1,0
5aldiaspain,12772,697,1,0
pacaespil,421,268,0,1
UC_ACOIDE,668,721,2,0
besartefibra,321,252,1,0
RevIndCONCAMIN,942,549,1,0
Facoan_,66,159,0,2
HumanetRRHH,2239,486,0,1
rrosales1975,477,623,2,0
IES1LIBERTAS,141,7,2,0
EnfoqueSocialDO,961,277,0,1
PJCOMEXI,4612,1258,0,1
fundacionGSR,6341,225,0,1
KarenUrdaneta20,117,113,1,0
Laralop76,23,44,1,0
FundDelValle,2037,735,0,2
PamelaAlvasanto,182,172,1,0
lacolladocueto,589,168,0,1
jcsantamarta,1678,5000,2,0
FSustentable,7453,2117,3,3
cr_orihuela,468,105,0,1
Manana2019,192,110,2,0
FundacionETEA,1362,520,1,0
_loly88,34,95,1,0
GPSalmeron,5342,970,6,4
planetaabora,282,632,0,1
venezuela_fff,42,201,1,0
ValeAGomez,372,154,1,0
iztanayansi,1368,938,0,1
feleleon,1580,1085,1,0
RosaAriasAlv,1252,1519,1,0
SellinUruguay,758,275,2,4
CalidadTenerife,4403,196,1,0
GraduadosUCA,18931,20823,2,0
aeioLuz,815,699,1,2
iffbaleares,1228,838,1,0
Ligautismo,2392,885,1,0
marelmora,1573,4541,4,0
mtgarciagarcia,80,94,1,0
MUNDO_ALACAT,815,566,1,0
Pascualitasss,273,562,1,0
Patri_Blanquer,1448,811,1,0
JuristasThemis,891,208,0,1
rogofe47Chile,7627,8334,1,0
ISMERCOSUR,1980,656,4,5
SomosQuiero,2199,1638,1,8
MAE_Manabi,851,157,1,0
schoolnatura,12,21,1,0
letrareverde,165,51,1,0
ColeLosOlivos,881,275,0,1
Joselui70306400,8,23,1,0
OlgaMancilla4,125,128,0,1
RMAndarias,39,36,1,0
SMonleon,217,146,1,0
recercapau,2686,4767,2,0
isawellmartinez,200,705,0,1
ASEFCA1,126,128,1,0
PNUDChile,18000,1659,2,16
MatiasVaca17,22,101,1,0
Carmenchucoach1,17,17,1,0
itziarultzurrun,194,278,1,0
titodelafuente,1091,964,1,0
teresa_tarrago,688,252,1,0
iamendez,2068,190,1,0
jdelgadocsr,208,162,1,0
BASF_ES,7188,602,1,0
SustainBrandsEs,5551,3548,2,0
mamerub,22,68,1,0
rebemunozcortes,427,426,2,0
MarotoReyes,8445,323,1,0
alelealv,4628,2830,1,0
PaulBoutroux,2873,3021,2,0
mariaa_guti,259,239,1,0
suezES,11307,410,0,2
princesareyes21,299,653,0,1
HaroldNaranjoC,70,700,1,1
jcarlosgonz,3823,4239,0,5
del_castilloc,922,1659,1,0
robertoreque,326,396,2,0
BeelAhumada,71,62,1,0
Pernod_RicardES,1343,356,0,1
JuanCeriani,169,851,2,0
AliatarF,441,719,1,0
DataRepublica,22,29,17,0
apizarros,2145,1160,1,0
haciendomilpa,69,368,1,0
jdelsoll,212,257,1,0
sofiprados,52,24,1,0
CulturaES_VE,8011,964,1,0
auresve,2246,4150,1,0
ANAPICRUZ,157,163,1,0
gina_gutierrezr,937,644,0,4
AssenetLavalle,1302,3918,1,0
SOFITS4,62,376,1,0
patri24cazorla,131,167,1,1
AsocAsprogrades,395,362,1,0
ROCKWOOL_ES,1905,1279,0,3
alvarogm_81,339,1271,1,0
concoval,980,1319,1,0
LMiedziak,253,214,0,1
managaor,957,1464,1,0
joycamargor,209,624,3,0
EAPNEXTREMADURA,915,459,2,0
Josegodofrido,465,2035,1,0
xake2011,1100,2930,1,0
Neus39567491,3,27,1,0
ecienciacom,11407,989,1,0
carinareym,422,158,1,0
scout_es,12270,898,0,3
Fausto_Zarate,1007,1000,1,0
ingorha,69,282,1,0
MartaViegas2,5,29,1,0
ENDER_RODRIGUEZ,1455,636,1,0
MaiderUnicef,596,748,0,2
UNHabitatSpain,915,304,1,1
Luzmarina302010,43,107,1,0
gisellevbach,163,175,1,0
juan_maGS,246,314,1,0
montsevilma,218,298,2,0
JovenesUnasurEc,2037,1649,1,1
KarinaVBustos,68,170,0,1
SilvestreSalaza,12017,571,1,0
emajostal,139,986,1,0
Jorg3Hidalgo,1920,4022,1,0
